TrackID,Song,Artist,ReleaseYear,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,DurationMS,TimeSignature,Region
1iArAuiiDPjtZcwO33YeLF,Too Much (Feat. DEAN),Loco,2017,0.747,0.618,11,-4.212,1,0.047,0.0742,0.0,0.107,0.621,102.038,190957,4,Eastern
0JJeoiCAa1hwcBsPxBN2w4,"Sunday (feat. HEIZE, Jay Park)",GroovyRoom,2017,0.693,0.797,7,-5.694,0,0.193,0.0824,0.0,0.108,0.661,102.908,182301,4,Eastern
64iT6B0zEQHa4xuJFH1nmH,And July,HEIZE,2016,0.735,0.852,2,-3.85,1,0.092,0.0401,0.0,0.196,0.788,98.494,226128,4,Eastern
1snopndi7k1Y0c4KpWtjJa,NOAH,HAON,2018,0.757,0.947,9,-3.888,0,0.205,0.26,1.13e-06,0.096,0.684,116.023,224570,4,Eastern
5G8YqJQ6oyPkxBSjpkCVRy,365 FRESH,Triple H,2017,0.823,0.837,1,-4.533,1,0.0582,0.19,0.0,0.28,0.842,107.989,219809,4,Eastern
5DV1JQ3nAQOOOV9Ce5qcYG,玩樂,Khalil Fong,2013,0.842,0.545,0,-7.443,1,0.057,0.522,0.0,0.134,0.863,122.951,233068,4,Eastern
3CEs5Jnov3YkmYn0Vezrcr,Energetic,Wanna One,2017,0.714,0.886,0,-3.076,1,0.0461,0.058,0.0,0.112,0.752,125.046,189356,4,Eastern
48wWBVumFUF6n8EIDcL9jD,Make Up Love,Samuel Seo,2015,0.846,0.483,5,-6.549,0,0.0403,0.101,0.0,0.134,0.799,104.978,223360,4,Eastern
4wBHhHH7lptDbAMpxS0rla,Cupid,pH-1,2018,0.87,0.629,0,-3.824,1,0.0905,0.137,0.0,0.115,0.562,114.983,220491,4,Eastern
7rANPm3syITNOJX1sBe4IJ,BOOL,pH-1,2019,0.833,0.761,8,-4.72,1,0.073,0.299,7.1e-06,0.181,0.585,120.0,208747,4,Eastern
6E7jAJN2e3znSHyPCdQqx8,gogobebe,MAMAMOO,2019,0.704,0.787,0,-3.114,1,0.082,0.114,0.0,0.228,0.707,96.929,195856,4,Eastern
7BYMjh3vWnHU4IFyfZdIDO,Mojito,Jay Chou,2020,0.814,0.595,0,-7.726,1,0.0277,0.476,0.0,0.278,0.8,115.004,185008,4,Eastern
12B7FDu4k63nrve3tgNOTo,All Night,SOYOU,2018,0.724,0.855,6,-3.072,1,0.088,0.383,0.0,0.0751,0.9,143.977,191588,4,Eastern
0ZeGfEAL5Rl4pd5LZBGuEK,Maria,Hwa Sa,2020,0.658,0.749,9,-2.967,0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,199027,4,Eastern
0NhHFXC06r5kK1rTUuOjxM,Demente (feat. Guaynaa),CHUNG HA,2021,0.802,0.851,7,-1.756,1,0.0563,0.0398,0.000335,0.0618,0.697,100.019,163799,4,Eastern
0YxrpGXvAX6RsvdwRky6qN,Lemon (feat. Colde),CHUNG HA,2021,0.736,0.927,0,-3.074,1,0.203,0.0981,0.0,0.261,0.786,97.046,202446,4,Eastern
71vPAjlG1x606483GTJNhY,FIESTA,IZ*ONE,2020,0.758,0.927,7,-2.105,1,0.0537,0.062,0.0,0.343,0.738,122.999,217760,4,Eastern
1fRaznZsAB2i63TtmYv2Hc,La Vie en Rose,IZ*ONE,2018,0.698,0.908,9,-1.211,0,0.0548,0.0899,0.0,0.115,0.606,115.975,218994,4,Eastern
7klUw55UuyxUyGZVsj3Hod,Taste,Red Velvet,2018,0.466,0.723,1,-5.323,1,0.399,0.0878,0.0,0.0737,0.884,199.656,184776,4,Eastern
4O6aJs7sGvhcnMVOwCHC45,Yacht (K) [feat. Sik-K],Jay Park,2017,0.726,0.772,10,-4.373,0,0.113,0.451,0.0,0.195,0.778,80.017,246285,4,Eastern
0QwWVdreIp1dJZLPHxhLpX,V,Jay Park,2018,0.83,0.569,10,-7.737,1,0.165,0.419,0.0,0.156,0.858,129.968,227041,4,Eastern
5yaaSEA3X6qkR5Yy7RolEe,Drive (feat. Gray),Jay Park,2016,0.651,0.749,5,-3.707,0,0.0412,0.188,0.0,0.0723,0.93,150.019,212334,4,Eastern
2c37Gkpu75l3kvh1FUZrHV,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],Jay Park,2016,0.4,0.724,8,-6.064,1,0.253,0.375,0.0,0.0927,0.43,96.782,216786,4,Eastern
4mzRrQKxcWKDXmXErVU0KO,Slow dance,Eddy Kim,2014,0.873,0.432,4,-7.991,1,0.0379,0.458,3.34e-05,0.117,0.769,100.026,184017,4,Eastern
2orlgIY1OBWBDQgmkHZHct,Can't Help Myself (feat. LOCO),Eric Nam,2016,0.698,0.874,9,-2.296,0,0.0299,0.0259,1.02e-06,0.475,0.795,122.945,189158,4,Eastern
75SBGFK831bsaD2QwBF4WR,RESPECT (feat. GRAY & DJ Pumkin),Loco,2015,0.852,0.869,5,-2.041,0,0.138,0.235,0.0,0.0347,0.893,116.058,184586,4,Eastern
7rLGubcxgKZjQ5WLpkEePO,Summer Go Loco (Feat. GRAY),Loco,2017,0.743,0.884,8,-2.892,1,0.176,0.12,3.3e-05,0.114,0.496,99.03,192349,4,Eastern
